location,attention_score
"-99.281250  33.218750
",1.5900659561157227
"-103.343750  34.218750
",1.5115559101104736
"-98.656250  31.906250
",1.59420645236969
"-102.656250  33.843750
",1.624110460281372
"-99.031250  32.281250
",1.5724656581878662
"-98.656250  32.343750
",1.4244880676269531
"-102.281250  33.718750
",1.5582770109176636
"-102.656250  33.718750
",1.5490148067474365
"-101.906250  34.093750
",1.540490984916687
"-100.781250  33.656250
",1.5964961051940918
"-99.968750  33.468750
",1.4836792945861816
"-96.281250  30.093750
",1.5011234283447266
"-100.593750  33.281250
",1.600905418395996
"-103.093750  34.093750
",1.566124439239502
"-98.593750  32.906250
",1.4741454124450684
"-97.343750  31.843750
",1.5434151887893677
"-100.593750  32.968750
",1.4476072788238525
"-98.656250  32.906250
",1.5429836511611938
"-98.156250  32.281250
",1.4897483587265015
"-98.281250  32.218750
",1.5109275579452515
"-99.343750  33.406250
",1.4978134632110596
"-98.156250  32.218750
",1.4639852046966553
"-97.031250  31.468750
",1.5550904273986816
"-98.031250  32.531250
",1.5848071575164795
"-98.093750  31.531250
",1.4884892702102661
"-99.093750  32.593750
",1.4280309677124023
"-97.906250  30.593750
",1.427234411239624
"-99.218750  33.281250
",1.4747419357299805
"-98.781250  32.906250
",1.6296617984771729
"-96.781250  30.218750
",1.4303572177886963
"-97.406250  31.156250
",1.5564367771148682
"-97.656250  30.468750
",1.5262665748596191
"-102.031250  34.218750
",1.4166303873062134
"-102.468750  34.156250
",1.5025391578674316
"-102.093750  34.468750
",1.476986289024353
"-103.718750  34.031250
",1.5638443231582642
"-97.593750  31.406250
",1.4724550247192383
"-103.281250  34.468750
",1.4639434814453125
"-100.406250  33.281250
",1.5543060302734375
"-97.343750  30.593750
",1.63594388961792
"-97.593750  31.281250
",1.4836941957473755
"-96.343750  29.843750
",1.4362198114395142
"-96.468750  30.718750
",1.4746825695037842
"-103.656250  34.031250
",1.5532656908035278
"-96.718750  30.843750
",1.5697979927062988
"-101.468750  33.281250
",1.599871277809143
"-97.531250  31.281250
",1.621617317199707
"-98.843750  32.781250
",1.5516691207885742
"-97.281250  31.718750
",1.4525645971298218
"-98.718750  31.843750
",1.6334924697875977
"-100.718750  32.906250
",1.6035730838775635
"-98.343750  33.031250
",1.5255556106567383
"-98.156250  32.406250
",1.5289851427078247
"-99.843750  32.531250
",1.4428085088729858
"-97.968750  30.906250
",1.6072027683258057
"-98.718750  33.156250
",1.541380524635315
"-100.218750  33.468750
",1.424605131149292
"-96.968750  31.718750
",1.4627556800842285
"-101.031250  33.656250
",1.6006876230239868
"-100.656250  32.843750
",1.613159418106079
"-99.781250  32.968750
",1.4913941621780396
"-97.656250  31.156250
",1.5908071994781494
"-100.968750  32.968750
",1.5038204193115234
"-96.093750  29.968750
",1.5177133083343506
"-97.156250  30.843750
",1.4815064668655396
"-102.968750  34.468750
",1.4823943376541138
"-96.218750  31.093750
",1.4595561027526855
"-99.593750  32.281250
",1.4758529663085938
"-102.781250  33.906250
",1.6004551649093628
"-96.468750  31.218750
",1.431168794631958
"-98.093750  32.656250
",1.4705239534378052
"-100.468750  32.281250
",1.6259081363677979
"-101.593750  33.843750
",1.619584321975708
"-98.531250  31.531250
",1.5376112461090088
"-95.406250  29.218750
",1.442294955253601
"-99.593750  32.656250
",1.553467869758606
"-100.531250  32.281250
",1.5101982355117798
"-98.468750  31.468750
",1.5099682807922363
"-99.656250  33.031250
",1.4974745512008667
"-101.218750  33.281250
",1.4703713655471802
"-100.718750  33.281250
",1.5315730571746826
"-101.218750  32.968750
",1.50058913230896
"-97.343750  31.093750
",1.500464677810669
"-101.718750  33.718750
",1.582364797592163
"-98.093750  32.093750
",1.6205179691314697
"-95.593750  29.093750
",1.434835433959961
"-97.531250  30.906250
",1.4738657474517822
"-100.906250  33.531250
",1.5427066087722778
"-101.843750  33.156250
",1.442346215248108
"-103.281250  33.843750
",1.5546584129333496
"-98.781250  32.281250
",1.5242174863815308
"-101.593750  33.531250
",1.5767710208892822
"-101.968750  33.906250
",1.6113033294677734
"-97.468750  30.656250
",1.472507119178772
"-103.156250  34.468750
",1.5497223138809204
"-97.156250  31.656250
",1.427839756011963
"-97.093750  30.531250
",1.4752014875411987
"-98.968750  33.218750
",1.6221578121185303
"-98.468750  31.906250
",1.5608335733413696
"-99.593750  33.031250
",1.5088043212890625
"-96.343750  30.156250
",1.5133945941925049
"-101.156250  33.718750
",1.573816180229187
"-96.281250  30.031250
",1.5599150657653809
"-96.093750  30.968750
",1.4862329959869385
"-99.093750  32.781250
",1.5506577491760254
"-100.406250  32.406250
",1.510097861289978
"-101.343750  33.468750
",1.4977951049804688
"-100.406250  32.718750
",1.5617005825042725
"-99.531250  33.593750
",1.5347485542297363
"-97.468750  31.031250
",1.4640434980392456
"-100.218750  33.031250
",1.4941422939300537
"-97.781250  32.593750
",1.479426383972168
"-99.843750  33.593750
",1.5792443752288818
"-99.031250  32.218750
",1.5480310916900635
"-101.031250  33.468750
",1.5737888813018799
"-99.718750  33.593750
",1.5769455432891846
"-95.593750  29.031250
",1.5416244268417358
"-96.343750  31.531250
",1.4716013669967651
"-103.031250  33.968750
",1.4284651279449463
"-100.781250  32.843750
",1.5695655345916748
"-100.093750  33.218750
",1.4835622310638428
"-98.656250  32.843750
",1.5125652551651
"-97.218750  30.843750
",1.5296382904052734
"-100.781250  33.281250
",1.5116169452667236
"-98.156250  31.906250
",1.5418165922164917
"-102.593750  33.718750
",1.5414918661117554
"-102.093750  34.156250
",1.5110892057418823
"-96.406250  31.531250
",1.4666905403137207
"-98.781250  32.468750
",1.4496498107910156
"-97.718750  31.593750
",1.418287992477417
"-98.343750  32.156250
",1.595545768737793
"-98.781250  32.031250
",1.5998947620391846
"-98.781250  33.406250
",1.4955180883407593
"-102.343750  33.531250
",1.5206809043884277
"-97.468750  31.843750
",1.4764693975448608
"-103.843750  34.156250
",1.4501550197601318
"-102.031250  33.656250
",1.5327210426330566
"-97.968750  31.906250
",1.5317907333374023
"-100.968750  33.281250
",1.5228698253631592
"-101.781250  34.031250
",1.5395185947418213
"-96.906250  31.593750
",1.4347991943359375
"-96.843750  31.593750
",1.443145990371704
"-102.968750  33.843750
",1.58571457862854
"-99.281250  33.593750
",1.476775884628296
"-98.093750  33.031250
",1.4329097270965576
"-97.718750  31.968750
",1.566713809967041
"-98.843750  32.531250
",1.5360383987426758
"-98.218750  31.531250
",1.561687707901001
"-97.468750  32.031250
",1.548375129699707
"-102.531250  33.656250
",1.4271821975708008
"-99.281250  32.968750
",1.4268378019332886
"-102.218750  34.218750
",1.5476202964782715
"-101.968750  34.156250
",1.4481348991394043
"-97.781250  32.343750
",1.500335454940796
"-101.468750  33.781250
",1.4600300788879395
"-98.781250  31.906250
",1.5121724605560303
"-97.093750  32.156250
",1.4279063940048218
"-102.031250  33.968750
",1.5627737045288086
"-99.156250  32.343750
",1.5063704252243042
"-96.656250  30.406250
",1.458796501159668
"-97.218750  32.093750
",1.5447206497192383
"-101.781250  32.968750
",1.4622364044189453
"-103.281250  33.906250
",1.4873404502868652
"-98.281250  33.156250
",1.5598657131195068
"-103.281250  34.281250
",1.5338609218597412
"-99.781250  33.156250
",1.4681013822555542
"-96.031250  30.593750
",1.4471263885498047
"-98.281250  31.781250
",1.4897925853729248
"-97.093750  31.343750
",1.4449093341827393
"-99.718750  32.343750
",1.4234237670898438
"-102.718750  34.156250
",1.5877883434295654
"-103.156250  33.906250
",1.4968328475952148
"-98.031250  31.906250
",1.5645644664764404
"-102.156250  33.593750
",1.4288653135299683
"-100.218750  32.531250
",1.4717010259628296
"-100.156250  32.718750
",1.475851058959961
"-95.343750  28.968750
",1.5222513675689697
"-100.531250  32.906250
",1.5444810390472412
"-101.593750  34.031250
",1.4355368614196777
"-100.781250  32.906250
",1.4648069143295288
"-100.468750  32.656250
",1.4955756664276123
"-100.218750  32.343750
",1.4814226627349854
"-101.656250  33.781250
",1.563690423965454
"-101.343750  33.281250
",1.4811742305755615
"-103.656250  34.093750
",1.515498399734497
"-99.843750  33.156250
",1.5020112991333008
"-102.343750  33.906250
",1.5700888633728027
"-97.468750  31.406250
",1.5059053897857666
"-101.218750  33.718750
",1.5695425271987915
"-99.093750  33.031250
",1.4959394931793213
"-99.281250  32.531250
",1.5609369277954102
"-95.531250  29.406250
",1.461024522781372
"-96.843750  31.031250
",1.4771448373794556
"-96.656250  30.468750
",1.5727686882019043
"-98.468750  32.656250
",1.4458789825439453
"-100.968750  33.593750
",1.454032301902771
"-96.468750  29.968750
",1.5050365924835205
"-99.093750  32.218750
",1.4218753576278687
"-102.468750  33.781250
",1.4877941608428955
"-97.906250  31.468750
",1.5380189418792725
"-97.968750  31.468750
",1.5590674877166748
"-100.531250  33.218750
",1.5005464553833008
"-96.843750  30.281250
",1.5606861114501953
"-99.343750  32.656250
",1.5636638402938843
"-100.656250  32.968750
",1.528017282485962
"-97.343750  32.093750
",1.458996057510376
"-101.343750  33.156250
",1.4362884759902954
"-96.781250  31.281250
",1.4524080753326416
"-99.156250  33.343750
",1.529961109161377
"-98.156250  32.843750
",1.551065444946289
"-98.343750  32.031250
",1.542371153831482
"-103.031250  34.406250
",1.5292012691497803
"-96.656250  31.531250
",1.4310264587402344
"-100.843750  33.093750
",1.4398952722549438
"-96.843750  30.406250
",1.455617904663086
"-99.031250  32.718750
",1.5068690776824951
"-97.531250  31.781250
",1.4287272691726685
"-100.093750  32.656250
",1.5058568716049194
"-101.906250  34.281250
",1.5366777181625366
"-97.468750  30.468750
",1.4570543766021729
"-98.968750  33.093750
",1.4480738639831543
"-101.593750  33.031250
",1.5284321308135986
"-98.218750  33.031250
",1.42063307762146
"-99.406250  32.968750
",1.4717493057250977
"-100.718750  32.531250
",1.5108212232589722
"-96.593750  31.218750
",1.4278290271759033
"-98.593750  31.593750
",1.4711673259735107
"-99.406250  33.031250
",1.4384677410125732
"-97.156250  30.406250
",1.5243957042694092
"-97.906250  31.656250
",1.446349859237671
"-99.531250  32.406250
",1.4544856548309326
"-100.843750  32.781250
",1.499504566192627
"-101.718750  33.281250
",1.4996223449707031
"-97.656250  31.781250
",1.4432659149169922
"-98.093750  32.968750
",1.4948267936706543
"-102.968750  33.968750
",1.4371014833450317
"-96.468750  30.281250
",1.5218839645385742
"-99.281250  32.593750
",1.4654885530471802
"-97.093750  30.843750
",1.4462318420410156
"-96.531250  31.156250
",1.4592905044555664
"-98.031250  30.656250
",1.4497065544128418
"-101.781250  33.906250
",1.4219856262207031
"-98.531250  32.906250
",1.5205546617507935
"-98.843750  32.468750
",1.4691280126571655
"-98.218750  31.156250
",1.459294319152832
"-99.843750  33.281250
",1.4202255010604858
"-98.593750  32.968750
",1.4495179653167725
"-97.093750  31.406250
",1.5084739923477173
"-96.718750  31.343750
",1.5074971914291382
"-103.781250  34.468750
",1.453705072402954
"-101.468750  33.593750
",1.526984691619873
"-100.593750  33.031250
",1.464562177658081
"-97.406250  30.843750
",1.4514542818069458
"-102.843750  33.906250
",1.4248121976852417
"-102.656250  33.781250
",1.4845231771469116
"-98.781250  33.093750
",1.48025643825531
"-98.093750  32.343750
",1.445030689239502
"-95.718750  29.406250
",1.5058001279830933
"-102.718750  34.531250
",1.4700584411621094
"-95.531250  29.218750
",1.4646103382110596
"-97.031250  31.343750
",1.5208851099014282
"-100.031250  33.031250
",1.5035557746887207
"-98.281250  31.718750
",1.472477912902832
"-102.906250  33.906250
",1.429330825805664
"-101.531250  34.156250
",1.4545302391052246
"-101.218750  33.781250
",1.4238367080688477
"-97.406250  32.031250
",1.4227302074432373
"-99.406250  33.093750
",1.4181400537490845
"-103.718750  33.906250
",1.4993973970413208
"-99.906250  32.718750
",1.474086046218872
"-97.281250  31.531250
",1.494979739189148
"-97.343750  32.406250
",1.5111234188079834
"-102.406250  34.531250
",1.4422943592071533
"-102.031250  34.031250
",1.4716277122497559
"-97.718750  32.281250
",1.4195998907089233
"-102.281250  33.843750
",1.4842407703399658
"-95.968750  30.718750
",1.4610371589660645
"-98.093750  31.156250
",1.4996156692504883
"-103.531250  34.406250
",1.4632701873779297
"-102.843750  33.656250
",1.4546929597854614
"-98.031250  31.093750
",1.471450924873352
"-103.781250  34.281250
",1.4323614835739136
"-96.593750  31.718750
",1.4744170904159546
"-98.218750  32.968750
",1.4315623044967651
"-101.343750  33.781250
",1.4781346321105957
"-97.406250  30.593750
",1.425836443901062
"-96.468750  31.656250
",1.4555484056472778
"-100.906250  33.281250
",1.4471921920776367
"-101.093750  33.093750
",1.41969633102417
"-97.531250  32.218750
",1.4283466339111328
"-98.218750  32.281250
",1.492179036140442
"-97.781250  31.718750
",1.496427297592163
"-100.468750  32.343750
",1.4470559358596802
"-96.718750  31.156250
",1.4210050106048584
"-101.593750  33.781250
",1.4384765625
"-100.968750  33.031250
",1.420189380645752
"-101.093750  33.906250
",1.4893488883972168
"-103.468750  34.031250
",1.4364421367645264
"-99.031250  32.343750
",1.462480068206787
"-102.531250  34.468750
",1.4617314338684082
"-100.593750  33.343750
",1.4394785165786743
"-96.031250  30.343750
",1.4567471742630005
"-95.843750  29.593750
",1.443514108657837
"-100.093750  33.156250
",1.443443775177002
"-96.531250  30.156250
",1.4698278903961182
"-101.218750  33.218750
",1.4603986740112305
"-99.718750  32.218750
",1.4301321506500244
"-98.718750  32.968750
",1.4854950904846191
"-99.031250  33.093750
",1.433535099029541
"-102.468750  33.968750
",1.4749524593353271
"-97.781250  31.968750
",1.4822399616241455
"-97.531250  31.468750
",1.442570686340332
"-98.093750  32.468750
",1.4727492332458496
"-96.656250  31.343750
",1.481065273284912
"-99.531250  33.218750
",1.436387062072754
"-97.968750  32.968750
",1.4438238143920898
"-103.281250  34.406250
",1.482621431350708
"-98.906250  33.218750
",1.4396156072616577
"-100.156250  32.281250
",1.460375428199768
"-102.031250  33.906250
",1.4389822483062744
"-101.281250  33.281250
",1.4213818311691284
"-97.656250  30.593750
",1.4297250509262085
"-102.906250  34.031250
",1.4330296516418457
"-99.343750  32.843750
",1.4796830415725708
"-97.156250  31.156250
",1.4440958499908447
"-100.656250  33.031250
",1.4352198839187622
"-97.218750  31.531250
",1.4342942237854004
"-100.093750  33.468750
",1.4713544845581055
"-96.843750  31.531250
",1.4714789390563965
"-100.843750  33.406250
",1.4408053159713745
"-97.656250  32.093750
",1.4491193294525146
"-99.781250  33.531250
",1.4399988651275635
"-100.906250  32.906250
",1.4570937156677246
"-97.406250  31.843750
",1.4568946361541748
"-101.843750  33.093750
",1.465159296989441
"-99.968750  32.718750
",1.4176523685455322
"-97.781250  31.218750
",1.4555158615112305
"-97.156250  30.968750
",1.4539456367492676
"-96.031250  30.781250
",1.4299739599227905
"-99.781250  33.031250
",1.4283778667449951
"-99.906250  32.968750
",1.432727575302124
"-101.531250  33.718750
",1.444983720779419
"-99.906250  32.531250
",1.465275526046753
"-97.093750  31.906250
",1.4315639734268188
"-99.468750  33.468750
",1.4396687746047974
"-97.156250  31.343750
",1.4392726421356201
"-102.281250  34.281250
",1.4392420053482056
"-99.093750  33.406250
",1.4340803623199463
"-101.218750  33.468750
",1.4549696445465088
"-98.593750  31.718750
",1.4582786560058594
"-98.531250  32.093750
",1.4237205982208252
"-98.968750  32.468750
",1.4231842756271362
"-98.031250  31.468750
",1.4305970668792725
"-98.531250  32.031250
",1.4224377870559692
"-101.968750  33.656250
",1.43048095703125
